exchange,date,symbol,isin,open,high,low,close,volume,series,last,prevclose,tottrdval,timestamp,totaltrades,sc_group,no_trades,net_turnov,tdcloindi
bse,2018-07-27,SINGER INDIA,505729,46.05,46.95,44.25,45,135721,EQ,45,46.65,NA,NA,NA,X,347,6148048,NA
bse,2018-07-27,INTER.COMBUS,505737,370,382,363,365.2,1190,EQ,365.2,357.1,NA,NA,NA,X,64,441943,NA
bse,2018-07-27,FED MOG GOE,505744,423.6,449.25,423.6,437.55,756,EQ,437.55,423.8,NA,NA,NA,B,45,326243,NA
bse,2018-07-27,JOSTS ENG.,505750,964.9,964.9,936.05,950.7,92,EQ,936.05,926.65,NA,NA,NA,X,9,88339,NA
bse,2018-07-27,SCHAEFFLER,505790,5304.05,5360.25,5274.45,5300,223,EQ,5300,5339.85,NA,NA,NA,B,58,1182395,NA
bse,2018-07-27,RANE HOLDIN,505800,1915,1990,1900,1961.6,593,EQ,1950,1901.75,NA,NA,NA,B,162,1160786,NA
bse,2018-07-27,SNL BEARINGS,505827,385.2,425.85,385.2,399.7,756,EQ,400,385.1,NA,NA,NA,X,23,299090,NA
bse,2018-07-27,JAIPAN INDUS,505840,28.4,28.5,28,28.5,2639,EQ,28.5,27.55,NA,NA,NA,XT,12,74799,NA
bse,2018-07-27,MANCREDIT,505850,5.24,5.24,5.05,5.15,301169,EQ,5.16,5.14,NA,NA,NA,X,130,1544728,NA
bse,2018-07-27,TRF LTD.,505854,217,217,203.4,206,10688,EQ,206,202.7,NA,NA,NA,B,268,2200455,NA
bse,2018-07-27,WPIL LTD.,505872,640,669.95,640,651.25,17069,EQ,650,630.65,NA,NA,NA,X,432,11137983,NA
bse,2018-07-27,KENNAMETAL,505890,744.05,754,741,742.65,16214,EQ,745,747,NA,NA,NA,B,301,12135741,NA
bse,2018-07-27,HIND.HARDY,505893,134,134,128.05,128.05,39,EQ,128.05,126.65,NA,NA,NA,X,3,5029,NA
bse,2018-07-27,TRITON VALVE,505978,1401,1525,1390.8,1435.7,863,EQ,1431,1401.25,NA,NA,NA,X,115,1252757,NA
bse,2018-07-27,SUDAL INDUS,506003,9.98,9.98,9.98,9.98,1200,EQ,9.98,10.5,NA,NA,NA,XT,2,11976,NA
bse,2018-07-27,PRAKASH IND.,506022,140.6,142.2,133.1,136.25,265235,EQ,136.25,135.45,NA,NA,NA,B,2270,36422417,NA
bse,2018-07-27,BHORUKA ALU.,506027,0.53,0.55,0.53,0.55,600,EQ,0.55,0.55,NA,NA,NA,X,3,319,NA
bse,2018-07-27,ARSHIYA,506074,57.05,59.2,56.15,58.05,11304,EQ,58.05,57.65,NA,NA,NA,B,89,655950,NA
bse,2018-07-27,GRIND NORTON,506076,502.9,509.85,496.1,506.95,6161,EQ,507,506.65,NA,NA,NA,B,5544,3082181,NA
bse,2018-07-27,LAKSHMI PREC,506079,15.75,17,15.75,15.8,6353,EQ,15.75,16.55,NA,NA,NA,B,23,101210,NA
bse,2018-07-27,STANROSE MAF,506105,149,149,149,149,39,EQ,149,148.5,NA,NA,NA,X,1,5811,NA
bse,2018-07-27,GENESYS INT.,506109,213.5,226,213.5,219.1,39817,EQ,217.4,208.45,NA,NA,NA,B,960,8761355,NA
bse,2018-07-27,PANKAJPIYUS,506122,54.05,57,54.05,57,58,EQ,57,57,NA,NA,NA,X,2,3303,NA
bse,2018-07-27,PARNAXLAB,506128,45,45,41,45,305,EQ,45,43.95,NA,NA,NA,X,9,13339,NA
bse,2018-07-27,VISAGAR POL,506146,0.89,0.89,0.85,0.87,46904,EQ,0.87,0.88,NA,NA,NA,B,32,40980,NA
bse,2018-07-27,SHRI OM TRD,506180,129.6,129.6,129.6,129.6,3075,EQ,129.6,129.7,NA,NA,NA,XT,36,398520,NA
bse,2018-07-27,GALAXY ENTER,506186,22.5,22.5,22.5,22.5,100,EQ,22.5,22.5,NA,NA,NA,XT,1,2250,NA
bse,2018-07-27,ARIH SUPER,506194,69,69.2,65.2,65.75,44813,EQ,65.75,68.8,NA,NA,NA,B,569,3024088,NA
bse,2018-07-27,BLISSGVS PH,506197,171.25,176.6,171,174.2,46926,EQ,175.95,170.7,NA,NA,NA,B,213,8113013,NA
bse,2018-07-27,INEOSSTYRO,506222,737,737,718.15,722.7,1024,EQ,725,717.2,NA,NA,NA,B,59,745690,NA
bse,2018-07-27,ALEMBIC LTD.,506235,39.6,40.8,39.05,39.65,116101,EQ,39.65,38.4,NA,NA,NA,B,519,4643014,XD
bse,2018-07-27,AMINES&PLAST,506248,46.05,47.5,44.4,47,14493,EQ,47,46.45,NA,NA,NA,X,72,667399,NA
bse,2018-07-27,ANUH PHARMA,506260,141.95,143.85,140.25,141.8,4154,EQ,141.8,141.05,NA,NA,NA,X,60,588239,XD
bse,2018-07-27,MODISON MET.,506261,56.25,57.65,55.75,56.3,9389,EQ,56.3,55.7,NA,NA,NA,X,49,530113,XD
bse,2018-07-27,BAYER CROP,506285,4460,4524.7,4443.35,4480.5,355,EQ,4486.5,4458.9,NA,NA,NA,A,112,1587636,NA
bse,2018-07-27,CHEMO PHARMA,506365,33.2,33.2,33.2,33.2,1,EQ,33.2,33.25,NA,NA,NA,XT,1,33,NA
bse,2018-07-27,CLARI CHEM,506390,403.8,407.5,402,405.1,2865,EQ,404.5,403.5,NA,NA,NA,B,86,1162050,NA
bse,2018-07-27,COROM INTER,506395,405.1,413.6,392.3,400.7,13716,EQ,400.7,404.5,NA,NA,NA,A,707,5588761,NA
bse,2018-07-27,DEEPAK NITR.,506401,230.25,240,230.25,236.8,10411,EQ,236.8,232.3,NA,NA,NA,B,331,2472723,NA
bse,2018-07-27,DHARAMSI CHM,506405,115,116.5,114.25,115,26085,EQ,115,115.35,NA,NA,NA,X,210,3002425,NA
bse,2018-07-27,DIL LTD,506414,3700,3799,3660.05,3768.9,1198,EQ,3788,3640.15,NA,NA,NA,X,159,4490349,NA
bse,2018-07-27,GOCLCORP,506480,380,384,373.8,374.3,450,EQ,373.8,381.2,NA,NA,NA,B,23,169471,NA
bse,2018-07-27,JAYSHRI CHEM,506520,12.35,13,12.01,12.56,49674,EQ,12.5,11.75,NA,NA,NA,X,101,629522,NA
bse,2018-07-27,JL MORISON,506522,1460,1489.95,1419,1489.95,19,EQ,1489.95,1417,NA,NA,NA,X,5,27757,NA
bse,2018-07-27,KANORIA CHEM,506525,60.2,63.85,60.2,61,5948,EQ,61.4,61.15,NA,NA,NA,B,59,374074,NA
bse,2018-07-27,KELTECH EN.,506528,1e3,1e3,942.3,971.7,394,EQ,980,967.9,NA,NA,NA,X,35,377937,NA
bse,2018-07-27,KEMP & CO.,506530,598,660,598,658.5,45,EQ,660,628.95,NA,NA,NA,X,10,29330,NA
bse,2018-07-27,NITTA GELA,506532,181,181,175.15,178.05,787,EQ,178,177.05,NA,NA,NA,X,26,141365,NA
bse,2018-07-27,ORIENT.CARB.,506579,1125.1,1150,1089,1148.25,1333,EQ,1149.8,1117.1,NA,NA,NA,B,96,1503784,NA
bse,2018-07-27,PHIL.CARBON,506590,224.5,239.9,221.05,234.85,424078,EQ,234.85,222.35,NA,NA,NA,B,8134,99248655,NA
bse,2018-07-27,AMAL PRODUCT,506597,144,144.45,141.3,144.1,2778,EQ,144.1,143.85,NA,NA,NA,X,51,397635,NA
bse,2018-07-27,PUN.CHEM,506618,655,666,650,662.5,1468,EQ,662.5,653.35,NA,NA,NA,B,61,970898,NA
bse,2018-07-27,SADHANA NITR,506642,601.6,628.1,601.6,628.1,14406,EQ,628.1,598.2,NA,NA,NA,X,411,8955268,NA
bse,2018-07-27,SUDARSH.CHEM,506655,456.6,486,451.8,480.05,12056,EQ,483,455.25,NA,NA,NA,B,453,5714213,NA
bse,2018-07-27,ULTRAMARINE,506685,276,294,276,280.9,4042,EQ,280.9,287.35,NA,NA,NA,X,90,1136579,NA
bse,2018-07-27,TRANSPEK,506687,1275.3,1300,1275.3,1294.95,1366,EQ,1294.95,1284,NA,NA,NA,X,58,1769550,NA
bse,2018-07-27,UNICHEM LAB,506690,229.7,231,226.25,228.7,10540,EQ,228.7,225.25,NA,NA,NA,B,247,2410377,NA
bse,2018-07-27,MYS PETRO,506734,89.5,90,83.55,88.15,1837,EQ,88,89.8,NA,NA,NA,X,20,161409,NA
bse,2018-07-27,ALKYL AMINES,506767,684,699.7,682.6,682.6,200,EQ,682.6,687,NA,NA,NA,B,6,137369,NA
bse,2018-07-27,TUTICORIN.,506808,3.9,3.94,3.9,3.94,2050,EQ,3.94,3.76,NA,NA,NA,XT,2,7997,NA
bse,2018-07-27,ASTRAZEN.PH.,506820,1560,1560,1469,1499.55,5322,EQ,1499.55,1551.7,NA,NA,NA,B,460,8075413,NA
bse,2018-07-27,PUN.ALKALI,506852,56.2,56.2,56.2,56.2,2878,EQ,56.2,55.1,NA,NA,NA,X,26,161743,NA
bse,2018-07-27,TANFAC IND.,506854,113.75,115.75,113.7,113.95,4024,EQ,113.75,114.55,NA,NA,NA,X,50,459514,NA
bse,2018-07-27,GUJ.THEMIS.,506879,34.85,34.9,33.3,34.25,3583,EQ,34.1,33.6,NA,NA,NA,X,36,123532,NA
bse,2018-07-27,SCBL,506906,12.55,13.24,12.17,12.52,37237,EQ,12.52,12.66,NA,NA,NA,X,138,466690,NA
bse,2018-07-27,JAYSN DYEST,506910,70.25,70.25,70.25,70.25,400,EQ,70.25,67.4,NA,NA,NA,X,1,28100,NA
bse,2018-07-27,MAKERS LAB.,506919,68,74.8,66.5,72.3,1359,EQ,72,68.7,NA,NA,NA,X,22,97784,NA
bse,2018-07-27,J.B.CHEMICAL,506943,275.7,279.05,269.35,272.5,7868,EQ,273.7,275.55,NA,NA,NA,B,454,2154931,NA
bse,2018-07-27,BL.CHIP TEX,506981,205,205,203.95,204.95,398,EQ,205,196,NA,NA,NA,X,10,81448,NA
bse,2018-07-27,JAGATJIT IND,507155,59,60,59,60,15,EQ,60,62,NA,NA,NA,XT,2,895,NA
bse,2018-07-27,KESAR ENT.,507180,26.05,30.7,26.05,29.7,310,EQ,30.7,27.9,NA,NA,NA,B,11,8942,NA
bse,2018-07-27,TILAKNAG IND,507205,15.8,16.05,15.65,15.7,10937,EQ,15.7,15.8,NA,NA,NA,B,52,172050,NA
bse,2018-07-27,RAVALGAON,507300,1805,1805,1805,1805,4,EQ,1805,1805,NA,NA,NA,XT,3,7220,NA
bse,2018-07-27,SAKTHI SUGAR,507315,12.6,13.1,12.6,12.93,10368,EQ,13,12.84,NA,NA,NA,B,42,133529,NA
bse,2018-07-27,WALCHANDNGR,507410,132.7,137.2,132.7,135,51623,EQ,135,132.5,NA,NA,NA,B,803,6985582,NA
bse,2018-07-27,KHOD.INDIA,507435,73,73.5,69,69,355,EQ,69,70,NA,NA,NA,XT,10,25044,NA
bse,2018-07-27,IFB AGRO,507438,640,648.7,625,648.7,5170,EQ,648.7,617.85,NA,NA,NA,B,173,3328560,NA
bse,2018-07-27,DHARANI SUG,507442,11.71,12.29,11.71,12.17,490,EQ,12.17,11.97,NA,NA,NA,B,7,5956,NA
bse,2018-07-27,THIRU A.SUG.,507450,24,24.45,23,23.5,433,EQ,23.5,22.6,NA,NA,NA,B,9,10025,NA
bse,2018-07-27,KOTHARI FERM,507474,85.5,88.25,83.1,84.15,953,EQ,87.7,85,NA,NA,NA,X,29,82441,NA
bse,2018-07-27,G.M.BREWERI,507488,709.25,720.05,692.05,716.15,1850,EQ,716.15,708,NA,NA,NA,B,149,1323955,NA
bse,2018-07-27,RANA SUGARS,507490,3.57,3.58,3.4,3.44,24971,EQ,3.45,3.54,NA,NA,NA,B,45,87045,NA
bse,2018-07-27,PICCADILY SU,507498,5.22,5.95,5.22,5.9,2631,EQ,5.9,5.87,NA,NA,NA,X,15,14563,NA
bse,2018-07-27,RIGA SUGAR,507508,7.4,7.4,6.8,6.8,109,EQ,6.8,7.05,NA,NA,NA,XT,6,752,NA
bse,2018-07-27,SOM DISTILL.,507514,250.65,257.95,249.75,252.55,17325,EQ,252.55,249.15,NA,NA,NA,B,375,4402792,NA
bse,2018-07-27,AMRIT CORP,507525,1161,1220.05,1161,1208.65,213,EQ,1220.05,1201,NA,NA,NA,X,10,257575,NA
bse,2018-07-27,ASSO.ALCOHOL,507526,298.9,309.5,293.05,308.4,47128,EQ,308.4,294.8,NA,NA,NA,X,511,14479735,NA
bse,2018-07-27,FOODS & INNS,507552,152.05,164.95,152.05,159,717,EQ,159,157.45,NA,NA,NA,X,10,116243,NA
bse,2018-07-27,IVP LIMITED,507580,187.85,187.85,182.2,182.2,2,EQ,182.2,183.9,NA,NA,NA,B,2,370,NA
bse,2018-07-27,KLRFM,507598,54.1,54.3,49,53,5444,EQ,53,53.6,NA,NA,NA,X,64,282030,NA
bse,2018-07-27,MILKFOOD,507621,534,565.95,534,550,229,EQ,550,556,NA,NA,NA,X,15,126319,NA
bse,2018-07-27,POLSON LTD.,507645,14307,15232,14302,14833.5,48,EQ,14950,14674,NA,NA,NA,X,37,712548,NA
bse,2018-07-27,WIPRO LTD.,507685,272.75,275.2,272.3,274.5,76001,EQ,274.5,272.55,NA,NA,NA,A,1302,20836481,NA
bse,2018-07-27,ORIENT BEVER,507690,68.9,68.9,68.9,68.9,200,EQ,68.9,72.05,NA,NA,NA,X,1,13780,NA
bse,2018-07-27,DHAN AGRI,507717,543.55,562,534.45,552.05,395,EQ,562,535.45,NA,NA,NA,B,48,214792,NA
bse,2018-07-27,TTK HEALTHCA,507747,810.1,833.45,786.95,828.8,305,EQ,833.45,811.95,NA,NA,NA,B,37,248083,NA
bse,2018-07-27,TGVSL,507753,37,37.7,35.4,35.8,82334,EQ,35.95,36.65,NA,NA,NA,X,296,2969382,NA
bse,2018-07-27,LIME CHEM.,507759,80,80.5,78,80.5,3985,EQ,80.5,78.95,NA,NA,NA,X,11,320611,NA
bse,2018-07-27,KANPUR PLAST,507779,141,142.45,138.1,140.75,4839,EQ,140.75,142.8,NA,NA,NA,X,69,678580,NA
bse,2018-07-27,TAINWALA CH.,507785,92.95,93,92.95,93,100,EQ,93,90.4,NA,NA,NA,B,2,9296,NA
bse,2018-07-27,JAGSON PHAR,507789,24,26.1,24,26.1,114,EQ,26.05,26,NA,NA,NA,B,7,2967,NA
bse,2018-07-27,KHAITAN CHEM,507794,10.5,10.5,10,10.15,2680,EQ,10.5,10,NA,NA,NA,X,28,27097,NA
bse,2018-07-27,NATI. OXYGEN,507813,18.25,18.25,18.25,18.25,399,EQ,18.25,19,NA,NA,NA,XT,20,7281,NA
bse,2018-07-27,GILLETTE (I),507815,6700,6709.95,6552,6659.7,197,EQ,6665.15,6687.9,NA,NA,NA,B,97,1316700,NA
bse,2018-07-27,ANSAL HOUS.,507828,14.5,16,14.39,15.35,18581,EQ,15.1,14.57,NA,NA,NA,B,103,275912,NA
bse,2018-07-27,PION INVEST,507864,28.95,30,28.95,30,1105,EQ,30,29.2,NA,NA,NA,X,5,33045,NA
bse,2018-07-27,ASHNOOR TEX.,507872,18.45,18.45,18.45,18.45,2450,EQ,18.45,19.4,NA,NA,NA,XT,74,45202,NA
bse,2018-07-27,UNITECH LTD,507878,4.25,4.3,4.1,4.21,419227,EQ,4.24,4.22,NA,NA,NA,T,325,1772750,NA
bse,2018-07-27,VIP INDUS.,507880,482.1,491,473.05,476.25,60675,EQ,476.25,483.05,NA,NA,NA,A,1461,29247266,NA
bse,2018-07-27,FIBERWB IN,507910,73.75,74,72,73.25,17304,EQ,73.25,72.4,NA,NA,NA,X,197,1264055,NA
bse,2018-07-27,LKP FIN,507912,190.25,190.3,190.15,190.3,134,EQ,190.3,191,NA,NA,NA,X,9,25493,NA
bse,2018-07-27,BAJAJ STEEL,507944,212,220,209.05,215.95,1616,EQ,214.1,209.15,NA,NA,NA,X,27,347007,NA
bse,2018-07-27,KIDUJA INDIA,507946,24,24,24,24,10,EQ,24,22.9,NA,NA,NA,XT,1,240,NA
bse,2018-07-27,KEY CORP.LTD,507948,23.45,23.45,21.25,23,1309,EQ,23,22.35,NA,NA,NA,XT,7,30236,NA
bse,2018-07-27,GUJ.HOTELS,507960,118.5,118.5,114.65,117.9,177,EQ,117.9,116.25,NA,NA,NA,X,11,20743,NA
bse,2018-07-27,RAS RESORTS,507966,39.95,39.95,39.95,39.95,19,EQ,39.95,40,NA,NA,NA,XT,1,759,NA
bse,2018-07-27,JINDAL HOTL,507981,59,61,55.6,57.15,423,EQ,57.15,58.35,NA,NA,NA,X,13,24743,NA
bse,2018-07-27,SIMMONDS-MAR,507998,110.85,110.95,108.75,108.85,3487,EQ,108.9,109,NA,NA,NA,X,56,381845,NA
bse,2018-07-27,BNALTD,508136,219.1,225,219.1,225,250,EQ,225,220.2,NA,NA,NA,X,4,55905,NA
bse,2018-07-27,HAWKINS COOK,508486,2770.95,2776,2725,2756.8,1563,EQ,2765,2722.05,NA,NA,NA,B,185,4299947,NA
bse,2018-07-27,WARREN TEA,508494,92.55,95.95,92.3,95.95,214,EQ,95.95,95,NA,NA,NA,X,10,19867,NA
bse,2018-07-27,COSMO FILMS,508814,239.9,248.4,238.95,241.3,7842,EQ,240,233.65,NA,NA,NA,B,231,1900217,NA
bse,2018-07-27,APOLLO HOSP.,508869,943.7,945.6,931,933.75,13468,EQ,933.75,936.95,NA,NA,NA,A,626,12614128,NA
bse,2018-07-27,SMIFS CAPITA,508905,50.75,50.8,50.75,50.75,1012,EQ,50.75,53.4,NA,NA,NA,X,7,51399,NA
bse,2018-07-27,EVEREST INDS,508906,500,519.5,498.4,512.85,27832,EQ,512.85,500.4,NA,NA,NA,B,1081,14242387,NA
bse,2018-07-27,MSR INDIA,508922,17.9,18.95,17.9,18.55,8560,EQ,18.75,17.35,NA,NA,NA,X,65,158351,NA
bse,2018-07-27,AYMSYNTEX,508933,45.1,46.05,43.55,44.2,50786,EQ,44.2,45.9,NA,NA,NA,B,244,2263898,NA
bse,2018-07-27,BLUE CIRCLE,508939,39.45,39.45,39.45,39.45,1,EQ,39.45,39.45,NA,NA,NA,X,1,39,NA
bse,2018-07-27,PANASON CAR,508941,492.55,500,487.3,497.15,4975,EQ,490,494.25,NA,NA,NA,X,101,2466487,NA
bse,2018-07-27,FINKURVE,508954,49.25,52.5,49.25,52.5,55,EQ,52.5,51.8,NA,NA,NA,X,4,2725,NA
bse,2018-07-27,HB LEAS.PUB,508956,1.25,1.25,1.25,1.25,200,EQ,1.25,1.29,NA,NA,NA,XT,2,250,NA
bse,2018-07-27,SULABH ENG.,508969,1.54,1.54,1.54,1.54,2006,EQ,1.54,1.57,NA,NA,NA,X,10,3089,NA
bse,2018-07-27,NAVNETEDUL,508989,110.8,113.7,108.6,110.95,6514,EQ,110.95,110.35,NA,NA,NA,B,236,725048,NA
bse,2018-07-27,SATPROP LTD,508996,3.9,3.9,3.9,3.9,1000,EQ,3.9,3.87,NA,NA,NA,XT,1,3900,NA
bse,2018-07-27,AUSOM ENT,509009,70.45,75.6,69.15,72.75,5006,EQ,75.6,68.85,NA,NA,NA,B,133,354334,NA
bse,2018-07-27,RUCHI INFRA.,509020,2.52,2.73,2.52,2.52,1502,EQ,2.52,2.65,NA,NA,NA,T,7,3785,NA
bse,2018-07-27,NETLINK SOLU,509040,11.96,11.96,11.96,11.96,931,EQ,11.96,11.73,NA,NA,NA,X,5,11134,NA
bse,2018-07-27,LANCOR HOLDS,509048,23.25,23.5,22.45,23.5,3518,EQ,23.5,23.45,NA,NA,NA,X,12,81777,NA
bse,2018-07-27,INDIAN INFO.,509051,0.19,0.19,0.19,0.19,14100,EQ,0.19,0.19,NA,NA,NA,XT,4,2679,NA
bse,2018-07-27,VISAKA IND.,509055,587,597.05,580.3,582.25,3766,EQ,580.3,582.25,NA,NA,NA,B,230,2209838,NA
bse,2018-07-27,PRESSMN,509077,44.05,44.75,44,44.1,3717,EQ,44.1,43.8,NA,NA,NA,B,21,163773,NA
bse,2018-07-27,GUFIC BIO SC,509079,120,120.9,116.15,118.2,12632,EQ,118,118.8,NA,NA,NA,B,402,1490883,NA
bse,2018-07-27,GOVIND RUBB.,509148,12.81,13,12.2,12.46,26033,EQ,12.46,12.81,NA,NA,NA,X,116,331737,NA
bse,2018-07-27,GRPLTD,509152,1205.05,1205.05,1205,1205,12,EQ,1205,1200,NA,NA,NA,B,6,14460,NA
bse,2018-07-27,INDAG RUBBER,509162,135.2,143.2,135.2,138.75,5182,EQ,138.75,140.1,NA,NA,NA,X,36,722473,NA
bse,2018-07-27,M.M.RUBBER,509196,47.85,47.85,47.85,47.85,900,EQ,47.85,45.6,NA,NA,NA,P,1,43065,NA
bse,2018-07-27,PTL LTD,509220,48.4,51.2,48.4,50,3356,EQ,50,49.45,NA,NA,NA,B,22,166862,NA
bse,2018-07-27,TVS SRICHAKR,509243,2962.55,3075,2958,3017.8,318,EQ,3025,2946.2,NA,NA,NA,B,116,959470,NA
bse,2018-07-27,SEL,509423,20.65,20.65,20.65,20.65,100,EQ,20.65,21.05,NA,NA,NA,XT,1,2065,NA
bse,2018-07-27,BENARES HOT,509438,1305,1305,1266,1302,56,EQ,1302,1302,NA,NA,NA,XT,3,73026,NA
bse,2018-07-27,BHAGWATI OXY,509449,22.1,22.1,22.1,22.1,5,EQ,22.1,21.25,NA,NA,NA,XT,1,110,NA
bse,2018-07-27,BOM.OXYGEN,509470,12348,12348,12348,12348,5,EQ,12348,11760,NA,NA,NA,P,1,61740,XD
bse,2018-07-27,CRAVATEX,509472,320,360,320,360,19,EQ,360,352.7,NA,NA,NA,X,6,6360,NA
bse,2018-07-27,BERGE PAINT,509480,320,323.65,315,318.5,84336,EQ,318.5,317.5,NA,NA,NA,A,889,26965077,NA
bse,2018-07-27,CAPRIHANS,509486,76.25,79.5,76.05,78.2,337,EQ,79.5,75.95,NA,NA,NA,X,11,26218,NA
bse,2018-07-27,GRAPHITE IN.,509488,1005.5,1006,975,977.2,75131,EQ,977.2,995.4,NA,NA,NA,B,3914,73935343,NA
bse,2018-07-27,ITDCEM,509496,129.15,131.95,128.25,130.85,4982,EQ,131.95,128.25,NA,NA,NA,B,106,649117,NA
bse,2018-07-27,EMPIRE IND.,509525,1865.05,1949.75,1806,1870,1265,EQ,1870,1865,NA,NA,NA,B,56,2415185,NA
bse,2018-07-27,GARWARE WALL,509557,1112.65,1180,1112.65,1152.15,2245,EQ,1150,1108.05,NA,NA,NA,B,243,2567509,NA
bse,2018-07-27,GOA CARBON,509567,495,510.6,489,510.6,34868,EQ,510.6,486.3,NA,NA,NA,B,614,17729816,NA
bse,2018-07-27,HARDCASTLE,509597,271.05,300,271.05,300,3,EQ,300,318.9,NA,NA,NA,X,2,871,NA
bse,2018-07-27,HEG LIMITED,509631,4142.05,4147.25,4060,4071.45,20533,EQ,4071.45,4100.6,NA,NA,NA,B,2025,84053322,NA
bse,2018-07-27,HIND.COMPOSI,509635,382.5,392,382.5,388.15,327,EQ,388.15,384.9,NA,NA,NA,B,30,126744,NA
bse,2018-07-27,HIL,509675,1996.4,2062,1976.3,2015.25,697,EQ,2011.5,2011.15,NA,NA,NA,B,104,1409415,XD
bse,2018-07-27,IND.CARD,509692,148,150,142.65,142.65,2418,EQ,142.65,148.7,NA,NA,NA,B,27,357333,NA
bse,2018-07-27,INT.CONVEYOR,509709,20.4,21,20.25,20.25,2731,EQ,20.25,20.45,NA,NA,NA,B,17,56277,NA
bse,2018-07-27,JAYSHRE TEA,509715,82.5,83.15,81.05,81.45,5099,EQ,81.15,82.1,NA,NA,NA,B,83,417338,NA
bse,2018-07-27,PAPERPROD,509820,275.05,285.85,273,277.95,228,EQ,275,280.65,NA,NA,NA,B,22,63260,NA
bse,2018-07-27,PREMIER SYN.,509835,256,257,250.3,256.85,171501,EQ,256.95,251.85,NA,NA,NA,X,5218,43870139,NA
bse,2018-07-27,SHALIMAR PAI,509874,122.05,125.05,122,123.3,3375,EQ,123,123.8,NA,NA,NA,B,137,417550,NA
bse,2018-07-27,HIND MILLS,509895,237,248.95,234,235.05,176,EQ,235.05,248,NA,NA,NA,X,19,41887,NA
bse,2018-07-27,SUPREM IND,509930,1189.75,1210.85,1187.2,1193.5,881,EQ,1210.85,1198.55,NA,NA,NA,A,127,1051593,NA
bse,2018-07-27,VST INDUS.,509966,2851.1,2900,2815,2829.35,320,EQ,2820,2850,NA,NA,NA,B,88,917021,NA
bse,2018-07-27,SWASTI VINAY,510245,3.37,3.42,3.3,3.34,10828,EQ,3.32,3.38,NA,NA,NA,X,39,36264,NA
bse,2018-07-27,YAMINI INVES,511012,1.63,1.63,1.63,1.63,747850,EQ,1.63,1.66,NA,NA,NA,XT,29,1218995,NA
bse,2018-07-27,JINDAL DRILL,511034,125,125.7,121.85,122.4,3567,EQ,122.4,123.4,NA,NA,NA,B,72,440629,NA
bse,2018-07-27,SAKTHI FIN.,511066,25.2,25.5,25.2,25.45,481,EQ,25.45,25,NA,NA,NA,X,8,12196,NA
bse,2018-07-27,DEWAN H.FIN.,511072,627,630.4,612.15,615.3,166088,EQ,615.3,622.85,NA,NA,NA,A,1789,103410200,NA
bse,2018-07-27,SAT IND LTD,511076,30.75,30.8,29.9,29.9,11178,EQ,29.9,30,NA,NA,NA,X,20,340033,NA
bse,2018-07-27,JMDVL,511092,18.55,18.55,18.55,18.55,50,EQ,18.55,18.9,NA,NA,NA,X,1,927,NA
bse,2018-07-27,SHIVA TEXYAM,511108,320,330,320,320.65,330,EQ,320,327.5,NA,NA,NA,B,7,107898,NA
bse,2018-07-27,QUADRANT,511116,0.52,0.54,0.52,0.54,2621,EQ,0.54,0.52,NA,NA,NA,X,6,1389,NA
bse,2018-07-27,KAMAN HSG,511131,9.01,9.01,9.01,9.01,300,EQ,9.01,9.22,NA,NA,NA,X,2,2703,NA
bse,2018-07-27,ASYAINFO,511144,25.1,26.85,24,26,17906,EQ,25.9,24.25,NA,NA,NA,X,88,456576,NA
bse,2018-07-27,WALL ST.FIN.,511147,27,27,27,27,1,EQ,27,25.55,NA,NA,NA,X,1,27,NA
bse,2018-07-27,CANFIN HOMES,511196,355.45,372,353.35,369.3,105135,EQ,369.3,352.95,NA,NA,NA,A,2149,38553459,NA
bse,2018-07-27,IL & FS INVE,511208,13.18,13.9,13.1,13.71,230689,EQ,13.71,13.17,NA,NA,NA,B,348,3130736,NA
bse,2018-07-27,SHRIRAM TRAN,511218,1415,1442.3,1404.15,1414.05,130390,EQ,1414.05,1409.8,NA,NA,NA,A,5090,185273767,NA
bse,2018-07-27,CHOLAFIN,511243,1580,1587.35,1450,1463.45,93684,EQ,1463.45,1538.65,NA,NA,NA,A,4039,140648719,NA
bse,2018-07-27,GRUH FINANCE,511288,328.65,330.8,320,323.75,24225,EQ,323.75,327.25,NA,NA,NA,A,538,7886190,NA
bse,2018-07-27,VLS FINANCE,511333,70.45,70.9,69.15,69.4,3628,EQ,69.15,70.25,NA,NA,NA,B,35,253626,NA
bse,2018-07-27,IND CEM CAP,511355,4.41,4.91,4.41,4.68,5900,EQ,4.68,4.8,NA,NA,NA,X,12,27060,NA
bse,2018-07-27,AD-MANUM FIN,511359,29,29,27.85,28.4,344,EQ,28.4,29.3,NA,NA,NA,X,9,9764,NA
bse,2018-07-27,MEGLON,511367,5.73,5.73,5.73,5.73,2002,EQ,5.73,6.03,NA,NA,NA,XT,2,11471,NA
bse,2018-07-27,VIDEOCON IND,511389,6.34,6.34,6.07,6.11,94391,EQ,6.15,6.38,NA,NA,NA,T,200,581926,NA
bse,2018-07-27,SHRISTINFRA,511411,180,184,165,177.05,596,EQ,165,176,NA,NA,NA,X,32,106428,NA
bse,2018-07-27,CREST,511413,152.35,163.85,152,163.85,621,EQ,163.85,152.05,NA,NA,NA,B,27,96520,NA
bse,2018-07-27,VAKRANGEE,511431,47.3,49.65,46.7,47,1454386,EQ,47,49.15,NA,NA,NA,A,7630,69471628,NA
