SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,date,exchange
521018,MARAL OVERS,B,Q,25.25,26.35,25.25,26.35,26.35,25.95,8,769,19871,NA,2018-07-23,bse
521030,NAKODA,Z,Q,0.19,0.19,0.19,0.19,0.19,0.19,2,1007,191,NA,2018-07-23,bse
521034,SOMA TEXTILE,T,Q,7.27,8.03,7.27,7.97,7.97,7.65,7,1552,11858,NA,2018-07-23,bse
521036,SOURCEIND,XT,Q,1.25,1.25,1.25,1.25,1.25,1.31,2,125,156,NA,2018-07-23,bse
521048,ADV LIFESTY,XT,Q,31.7,31.7,31.7,31.7,31.7,33.25,1,1,31,NA,2018-07-23,bse
521064,TRIDENT,A,Q,53.7,54.25,53.1,53.9,53.7,53.65,253,28839,1550044,NA,2018-07-23,bse
521070,ALOK INDS.,T,Q,3.1,3.42,3.1,3.42,3.42,3.26,767,2281315,7652775,NA,2018-07-23,bse
521082,SPENTEX INDS,T,Q,3,3,2.85,2.9,2.9,2.99,7,3650,10592,NA,2018-07-23,bse
521097,AMARJOTHI SP,X,Q,94,95.95,94,95.2,94.5,94.2,24,1517,143493,NA,2018-07-23,bse
521105,OLYMPIA IND.,X,Q,47.05,47.1,45.3,47.1,47.1,46.2,6,1665,78372,NA,2018-07-23,bse
521113,SUDITI IND.,X,Q,49.85,49.85,46.9,48.1,49.7,47.5,10,450,21977,NA,2018-07-23,bse
521127,KHATOR FIBRE,XT,Q,10.01,10.01,10.01,10.01,10.01,10.5,1,500,5005,NA,2018-07-23,bse
521131,SBFL,X,Q,9.48,9.48,9.48,9.48,9.48,9.95,1,750,7110,NA,2018-07-23,bse
521141,ADITYA SPIN.,XT,Q,5.25,5.25,5.25,5.25,5.25,5.51,3,120,630,NA,2018-07-23,bse
521149,PRIME URBAN,X,Q,10.85,12,10.85,11.3,11.3,10.8,22,2330,26475,NA,2018-07-23,bse
521163,ZODIAC CLOTH,B,Q,145.2,149,144.55,145.5,144.65,151.95,19,876,126924,NA,2018-07-23,bse
521176,GANGOTRI TEX,Z,Q,1.02,1.02,1.02,1.02,1.02,1.02,5,1451,1480,NA,2018-07-23,bse
521178,SRI RAMK.MIL,X,Q,12.72,12.72,12.72,12.72,12.72,12.72,1,1,12,NA,2018-07-23,bse
521180,SUPER SPIN.,T,Q,5.41,5.42,4.92,5.42,5.42,5.17,35,16359,85714,NA,2018-07-23,bse
521194,SIL INVEST,B,Q,185.95,190,177.55,179.75,179.75,186.85,289,5229,943167,NA,2018-07-23,bse
521200,SURYLAK.COTT,B,Q,45,46,45,46,46,45.05,8,325,14850,NA,2018-07-23,bse
521206,SAMTEX FASH.,X,Q,2.28,2.28,1.85,2.02,2.02,2.14,66,36415,75741,NA,2018-07-23,bse
521220,DAMOINDUS,B,Q,105.95,107.75,103.1,103.35,103.35,102.7,26,2080,217965,NA,2018-07-23,bse
521228,TATIA GLOB,X,Q,0.36,0.36,0.36,0.36,0.36,0.36,4,400,144,NA,2018-07-23,bse
521232,SUNIL INDUS.,P,Q,25.7,25.7,25.7,25.7,25.7,27.05,1,100,2570,NA,2018-07-23,bse
521234,SRI NACHAMAI,X,Q,15.96,15.96,15.96,15.96,15.96,15.2,1,100,1596,NA,2018-07-23,bse
521240,SAMBANDAM SP,X,Q,97.5,100.8,96,99.95,100.8,95.95,9,360,34783,NA,2018-07-23,bse
521242,KANDAGIRI SP,X,Q,24.05,27.85,24,24,24,23.5,9,54,1333,NA,2018-07-23,bse
521248,KITEX GARMEN,B,Q,101.6,103.25,100.55,102.1,102.65,100.05,163,5501,559553,NA,2018-07-23,bse
522004,BATLIBOI LTD,X,Q,15.6,15.95,15.6,15.9,15.95,15.55,24,3604,57108,NA,2018-07-23,bse
522005,AUSTIN ENGG.,X,Q,57.1,59.2,57.1,59.2,59.2,60.3,9,196,11460,NA,2018-07-23,bse
522014,UNITED DRILL,Z,Q,110,114.85,104.5,105,105,110,17,622,66242,NA,2018-07-23,bse
522017,FLUIDOMAT,X,Q,155.1,162.25,152,153.55,152.35,157.9,77,2479,384758,NA,2018-07-23,bse
522029,WINDSOR MACH,B,Q,104.95,104.95,98.1,100.7,100.4,100.75,127,54607,5494308,NA,2018-07-23,bse
522034,SHANTHI GEAR,B,Q,126.3,127.3,124.15,125.25,125.25,127,52,2957,370251,NA,2018-07-23,bse
522064,HONDA SIEL,B,Q,1255.3,1259,1245,1249.45,1247,1252,29,286,356660,NA,2018-07-23,bse
522073,HITECHGEAR,B,Q,394,403,385,392.15,388.75,400,94,806,314390,NA,2018-07-23,bse
522074,ELGI EQUIP,B,Q,278.85,282.05,278.6,281.85,282.05,279.85,26,903,252270,NA,2018-07-23,bse
522085,STONE INDIA,Z,Q,12.55,12.55,12.55,12.55,12.55,13.2,7,1449,18184,NA,2018-07-23,bse
522101,KILBURN ENGG,X,Q,54.55,55,54.55,55,55,56.95,8,1820,100013,NA,2018-07-23,bse
522105,BIRLA PRETEC,X,Q,8.61,8.75,8.45,8.61,8.65,8.73,68,23919,205072,NA,2018-07-23,bse
522108,YUKEN INDIA,XT,Q,3073,3160,3040,3095.45,3100,3103.6,114,35053,108412650,NA,2018-07-23,bse
522113,TIMKEN (I),B,Q,730,736.35,715,735.1,736.35,714.8,91,374,271143,NA,2018-07-23,bse
522122,VOITH PAPER,XT,Q,741,749,726.2,730.35,730.35,728.05,10,157,116256,NA,2018-07-23,bse
522134,ARTSON ENG,X,Q,62.5,62.5,60,60,60,61.9,56,7024,423582,NA,2018-07-23,bse
522152,SOLITAIR MC,X,Q,51.9,53.8,48.95,53,53,47.7,30,2052,105489,NA,2018-07-23,bse
522163,DIAMONPOWER,T,Q,2.3,2.3,2.21,2.21,2.21,2.32,22,7738,17139,NA,2018-07-23,bse
522165,INDSIL HYD,X,Q,122,127,112.55,118.4,118.9,111.4,76,12943,1544280,NA,2018-07-23,bse
522183,ITL INDUSTRS,X,Q,200,203,193,198.95,196,200.3,23,1212,238341,NA,2018-07-23,bse
522195,FRONTIER SPR,X,Q,130.95,132,129,129.15,129.15,128.5,19,1521,199325,NA,2018-07-23,bse
522205,PRAJ IND.LTD,A,Q,80,81.25,78.6,79.55,79.55,77.75,1453,104690,8331552,NA,2018-07-23,bse
522207,RASANDIK ENG,X,Q,164.8,164.8,162.65,162.65,162.65,157.9,2,126,20629,NA,2018-07-23,bse
522215,SWISS GLASS,X,Q,174.8,174.8,170.1,171.65,171.65,171.1,29,1679,288065,NA,2018-07-23,bse
522217,GUJ APOIND,B,Q,185.6,192,185.6,190.5,190,188.75,36,3966,751226,NA,2018-07-23,bse
522229,TANEJA AERO.,X,Q,32.55,34.8,32.55,33.85,34,33.6,42,5828,197820,NA,2018-07-23,bse
522231,CONART ENG.,X,Q,32.4,32.4,29.3,32.2,32.2,31.65,3,87,2802,NA,2018-07-23,bse
522241,M.M.FORGINGS,B,Q,609,637,601.05,629.55,636,610.85,67,714,440204,NA,2018-07-23,bse
522245,IYKOT HITEC,Z,Q,5.85,5.85,5.85,5.85,5.85,5.85,3,3,17,NA,2018-07-23,bse
522249,MAYUR UNIQ.,B,Q,395.85,403.75,390,392.15,393.7,395.85,105,2328,914950,NA,2018-07-23,bse
522251,CENLUB INDUS,X,Q,58.05,60.1,58.05,60.1,60.1,59.8,10,423,25219,NA,2018-07-23,bse
522257,RAJOO ENGIN.,X,Q,36.4,36.4,34.5,35.75,35.75,34.95,270,29666,1050595,NA,2018-07-23,bse
522261,DOLPHIN OFF.,B,Q,52.05,54.8,52,54.35,53.7,52.95,294,20159,1073473,NA,2018-07-23,bse
522263,JMC PROJECTS,B,Q,560,565,538,544.05,545,558.05,146,2241,1233444,NA,2018-07-23,bse
522267,VEEJAY LAKSH,X,Q,47.45,47.45,47.45,47.45,47.45,49.9,3,105,4982,NA,2018-07-23,bse
522275,GET&D,A,Q,287.4,295,287.4,293.75,293.75,293.3,152,3828,1119825,NA,2018-07-23,bse
522281,RAM RAT.WIRE,X,Q,132.8,144.95,130,144,144,128.45,90,10561,1464285,NA,2018-07-23,bse
522285,JAY NECO IND,B,Q,5.2,5.5,5,5.05,5.05,5.24,43,34080,174377,NA,2018-07-23,bse
522287,KALPA.POWER,B,Q,340.05,347,334.6,337.45,339.85,337.7,141,3204,1085728,NA,2018-07-23,bse
522292,CHANDNI TE,X,Q,30.1,31.8,30.1,31.8,31.8,30.25,11,607,18435,NA,2018-07-23,bse
522294,T & I GLOBAL,X,Q,58.05,62.6,56.5,58.25,56.5,60,10,260,15133,NA,2018-07-23,bse
523007,ANSAL BUILD.,X,Q,56.5,58.45,56.5,56.55,56.55,53.25,9,776,44333,NA,2018-07-23,bse
523011,WEIZMANN LTD,B,Q,31,33.95,31,33.5,33.95,32.9,9,1041,32321,NA,2018-07-23,bse
523019,B.N.RATHI SE,X,Q,41.65,41.65,33.25,36.45,36.45,36.5,30,1416,47767,NA,2018-07-23,bse
523021,RISHITECH,X,Q,52,54.9,52,54.85,54.9,53.1,10,487,25960,NA,2018-07-23,bse
523023,SINCLAIR HOT,X,Q,392,396.4,385.55,394.6,396.4,390.05,70,2690,1053058,NA,2018-07-23,bse
523025,SAFARI IND.,B,Q,702,733.95,702,710.65,710,722.6,208,5815,4174056,NA,2018-07-23,bse
523100,COSMO FERR.,X,Q,16.75,16.75,15.4,16.45,16.45,17.6,29,12110,201282,NA,2018-07-23,bse
523116,SANCO TRANS,X,Q,215.05,220,215.05,220,220,222.1,2,25,5381,NA,2018-07-23,bse
523120,ADOR MULTI.,X,Q,38.5,38.5,38.5,38.5,38.5,39,3,11,423,NA,2018-07-23,bse
523127,EIH ASSO.HOT,B,Q,408.4,428,400.05,401.4,401.4,395.5,9,198,80539,NA,2018-07-23,bse
523144,MEDI CAPS,X,Q,17.3,18.3,17.05,17.85,17.4,17.3,23,1082,18913,NA,2018-07-23,bse
523151,OTCO INTERN.,X,Q,18.75,18.75,18.75,18.75,18.75,17.9,5,1155,21656,NA,2018-07-23,bse
523160,MORGAN CRU,XT,Q,1300,1372.1,1276,1300,1300,1308.2,8,48,62353,NA,2018-07-23,bse
523204,ABAN OFFSHO,A,Q,101.2,103.85,100.25,102.8,102.8,101.7,1159,93038,9506019,NA,2018-07-23,bse
523207,KOKUYOCMLN,B,Q,89,92.4,89,90.6,90.35,89.3,149,11541,1052227,NA,2018-07-23,bse
523229,BHARAT SEATS,X,Q,152,157.95,151.1,156.05,157.95,153.55,105,7706,1187837,NA,2018-07-23,bse
523232,CONT.PETRO,XT,Q,46.2,46.2,46,46.2,46.2,46.2,4,70,3233,NA,2018-07-23,bse
523248,MACHINO PLAS,X,Q,200,205.9,192,194.2,192,200.1,18,1224,235626,NA,2018-07-23,bse
523260,PEARL POLYME,B,Q,14,14,13.35,13.4,13.4,14,11,1131,15167,NA,2018-07-23,bse
523261,VENKEY'S (I),B,Q,2010,2057.5,1945,2005.35,2005.35,1959.55,1242,12111,24453844,NA,2018-07-23,bse
523269,ADVANI HOTEL,B,Q,47.15,47.15,45.15,46,46,46.7,15,816,37858,NA,2018-07-23,bse
523277,G.V.FILMS,X,Q,0.63,0.65,0.6,0.6,0.6,0.63,294,320922,196726,NA,2018-07-23,bse
523283,SUPER HOUSE,B,Q,131.5,131.5,128.3,129.7,129.7,124.25,157,5035,653963,NA,2018-07-23,bse
523289,RAMA VISION,X,Q,10.8,10.8,10.8,10.8,10.8,10.8,1,1,10,NA,2018-07-23,bse
523301,TCPL PACK,B,Q,455,458.7,455,456.85,458.7,443.7,2,2,913,NA,2018-07-23,bse
523319,BALMER LAWRI,B,Q,209.3,209.6,207.75,208.05,208.45,207.65,73,2844,592917,NA,2018-07-23,bse
523323,KOVAI MEDI.,T,Q,993,993,940,941.25,945,970,43,1235,1180155,NA,2018-07-23,bse
523329,ELDECO HOUS.,X,Q,1257,1266,1215.1,1225.45,1240,1259.5,14,152,186293,NA,2018-07-23,bse
523367,DCMSHRIRAM,B,Q,356,361,331,338.25,338.25,354.95,1452,39136,13550172,NA,2018-07-23,bse
523369,DCM SHR.IND,X,Q,142.05,147.1,142,145.15,146,144.9,30,1309,188227,NA,2018-07-23,bse
523371,MAWANA SUGAR,B,Q,32.45,33.15,31,32.25,32.15,32.15,1083,7971,253320,NA,2018-07-23,bse
523384,MAH.RAS.APEX,T,Q,145,145,142,143,143,146.9,9,1110,158841,NA,2018-07-23,bse
523385,NILKAMAL L,A,Q,1702,1724.95,1700,1712.6,1715,1668.8,231,1976,3379929,NA,2018-07-23,bse
523391,NAHAR POLY,B,Q,40,40,38,39.45,39,39.5,6,738,29025,NA,2018-07-23,bse
523395,3M INDIA LTD,B,Q,23250.05,23250.05,22656.25,22786.3,22675,23233.2,145,206,4730516,NA,2018-07-23,bse
523398,JCHAC,B,Q,2025.05,2190,2e3,2153.65,2153.65,1978,130,507,1072671,NA,2018-07-23,bse
523405,JM FINANCIAL,A,Q,116,117.3,114.4,115.75,115.5,116.1,817,52956,6132179,NA,2018-07-23,bse
523411,ADCINDIA,X,Q,179.95,183,175,178,177,180,31,1947,346333,NA,2018-07-23,bse
523419,TAMIL.TELE.,T,Q,2.98,2.98,2.98,2.98,2.98,2.98,1,20,59,NA,2018-07-23,bse
523445,REL INDL INF,B,Q,410,418.4,406.7,413.4,413.4,408.65,1060,38812,15968350,NA,2018-07-23,bse
523449,SHARP INDIA,XT,Q,35,35.15,31.9,35.15,35.15,33.5,46,37465,1312347,NA,2018-07-23,bse
523457,LINDEINDIA,A,Q,435.6,455,435.6,441.6,440.1,437,42,493,219685,NA,2018-07-23,bse
523465,IND.BANK HSG,B,Q,29.45,30,29.3,30,30,30.3,4,125,3682,NA,2018-07-23,bse
523467,JAIMATA GLAS,XT,Q,0.2,0.2,0.2,0.2,0.2,0.19,7,6508,1301,NA,2018-07-23,bse
523475,LOTUS CHOC,X,Q,27.7,31.5,27.7,29.1,30,29.9,17,901,26071,NA,2018-07-23,bse
523489,CMM HOSPITAL,X,Q,18.7,18.7,17.75,17.75,17.75,18.65,3,24,428,NA,2018-07-23,bse
523523,RAINBOW PAP.,T,Q,1.71,1.86,1.71,1.76,1.79,1.79,33,24615,42670,NA,2018-07-23,bse
523537,APM INDUS.,X,Q,48.6,48.6,44.45,44.95,45,46.2,50,3630,163379,NA,2018-07-23,bse
523539,PRECISION WR,B,Q,226,233,225.95,231.75,231.75,222.8,59,1016,233718,NA,2018-07-23,bse
523550,KRYPTON IND,X,Q,10.45,10.45,9.77,9.8,9.8,10.3,6,900,8972,NA,2018-07-23,bse
523566,MARTIN BURN,XT,Q,49.95,50,49.5,50,50,49.3,12,1089,54391,NA,2018-07-23,bse
523574,FEL,B,Q,36.9,36.9,36,36.1,36.25,36.85,291,88467,3200541,NA,2018-07-23,bse
523586,IND.TONERS,X,Q,175,175,168,169.95,170,172.45,63,4140,707298,NA,2018-07-23,bse
523594,KUNSTSTOFFE,X,Q,32,32.7,29.05,32.7,32.7,32,8,630,20333,NA,2018-07-23,bse
523598,SHIPP.CORPN,A,Q,59,59.55,58.05,58.9,58.9,59.2,644,81509,4774962,NA,2018-07-23,bse
523606,SIKA INTER.,X,Q,140,140,140,140,140,139.4,4,371,51940,NA,2018-07-23,bse
523610,ITI LTD.,B,Q,80.05,83.4,79.2,82.2,82.2,79.8,1133,94575,7731015,NA,2018-07-23,bse
523618,DREDGING COR,B,Q,461.95,482.95,458,470.5,470.5,461.55,945,24839,11707315,NA,2018-07-23,bse
523630,NATIONAL FER,B,Q,41.2,41.65,40.45,41.15,41.15,40.25,334,45555,1870603,NA,2018-07-23,bse
523638,IP RINGS LTD,X,Q,137,137,131.5,131.6,131.6,133.45,10,1974,263389,NA,2018-07-23,bse
523642,PI INDUS.LTD,A,Q,782,782,761.75,769.5,775,769.75,116,1953,1504784,NA,2018-07-23,bse
523648,PLASTIBLEND,B,Q,221.85,222,221,221,221,221.55,15,239,52955,NA,2018-07-23,bse
523652,KKPLASTICK,XT,Q,6.82,6.82,6.82,6.82,6.82,6.82,1,50,341,NA,2018-07-23,bse
523660,WATERBASE,B,Q,157.25,161.45,154.25,161.45,161.45,153.8,828,127912,20563184,NA,2018-07-23,bse
523672,FLEX FOODS,X,Q,77,78.5,77,78.1,77.95,76.95,22,456,35611,NA,2018-07-23,bse
523676,GOLKUNDA DIA,XT,Q,12.31,12.31,12.31,12.31,12.31,12.29,1,73,898,NA,2018-07-23,bse
523694,APCOTEX IND,B,Q,534.55,536.6,527,528.15,528.15,529.9,34,316,167597,NA,2018-07-23,bse
523696,FORTIS MLR,X,Q,53,53.95,53,53.85,53.85,53.1,41,7885,420537,NA,2018-07-23,bse
523704,MASTEK LTD,B,Q,532.1,533.8,512.7,526,525,528.9,908,18672,9742240,NA,2018-07-23,bse
523708,EIMCO ELECON,B,Q,359,370,338,340.85,338,358.95,30,369,126955,XD,2018-07-23,bse
523710,SAYAJI HOTEL,XT,Q,262,262,262,262,262,262,4,212,55544,NA,2018-07-23,bse
523716,ASHIANA HOU,B,Q,126.9,132.8,119.6,129.7,127.6,126.9,377,14951,1913266,NA,2018-07-23,bse
523724,VIJAY SHA.BU,B,Q,10.5,11.19,10.5,10.5,10.5,10.87,19,4243,44624,NA,2018-07-23,bse
523736,DPL,B,Q,102.35,106.2,99.8,105.15,104.65,102.2,60,3056,311352,NA,2018-07-23,bse
523754,EPC INDUS.,X,Q,123.65,127,123.05,125.45,126.15,125.3,125,14558,1823065,XD,2018-07-23,bse
523756,SREIINFRA,A,Q,55,55.5,49.6,50.8,50.8,54.25,2950,505023,25946851,NA,2018-07-23,bse
523768,GUJ.BOROSIL,X,Q,106,109,105.15,108.35,109,105.4,154,16639,1791295,NA,2018-07-23,bse
523792,MAZDA LTD,B,Q,325.3,326.55,325,326.5,326.5,331.75,14,177,57648,NA,2018-07-23,bse
523796,VICEROY HOTE,B,Q,5.2,5.33,5.07,5.1,5.1,5.33,52,28309,144978,NA,2018-07-23,bse
523820,NEOCORP INTE,Z,Q,1.83,1.83,1.83,1.83,1.83,1.84,1,15000,27450,NA,2018-07-23,bse
523828,MENON BEAR.,B,Q,95.5,95.5,90.1,92.2,92.2,93.55,181,18556,1727035,NA,2018-07-23,bse
523836,GUJ.RAFFIA,T,Q,19.1,21.05,19.1,21.05,21.05,20.05,2,65,1270,NA,2018-07-23,bse
523838,SIMPLX INFRA,B,Q,438.65,445,436.1,438.1,437.5,443.55,33,438,192336,NA,2018-07-23,bse
523840,INN.TECH.PAC,X,Q,36,38.45,35,36.45,36.5,37.05,25,3432,122755,NA,2018-07-23,bse
523842,SUPER TANNER,X,Q,4.1,4.1,3.71,3.89,3.89,3.8,18,27353,103658,NA,2018-07-23,bse
523844,INVICTA MED,XT,Q,4.9,4.9,4.7,4.7,4.7,4.87,44,99710,481192,NA,2018-07-23,bse
523850,AXTEL INDUS.,X,Q,67.5,74,62,65.25,74,62.4,20,3248,205713,NA,2018-07-23,bse
524000,MAGMA FIN,B,Q,138.5,142.5,136.55,141.35,142.35,135.6,249,12776,1804618,NA,2018-07-23,bse
524013,HIND.FLUROCA,B,Q,11.2,11.2,10.65,10.76,10.65,11.17,3,650,7015,NA,2018-07-23,bse
524019,KINGFA,B,Q,818.3,841.85,800,839.7,839.7,835,93,1879,1542339,NA,2018-07-23,bse
524037,RAMA PHOSPH,X,Q,66.75,69,66.75,68.05,68.05,68.1,6,538,36702,NA,2018-07-23,bse
524051,POLYPLEX,B,Q,438,443,438,443,443,431.25,3,150,66200,NA,2018-07-23,bse
524075,ALBERT DAVID,B,Q,381.6,390,381.6,388.65,383.05,381,10,160,61877,NA,2018-07-23,bse
524084,MONSANTO (I),A,Q,2884.1,2898,2884.1,2891.25,2889,2900,26,350,1011358,NA,2018-07-23,bse
524091,ACRYCIL LTD.,X,Q,467,467.95,441,452.1,452,463.4,123,3720,1685037,NA,2018-07-23,bse
524109,KABRA EXTR,B,Q,90.1,93,90.1,90.95,92,90.95,148,8586,787979,NA,2018-07-23,bse
524129,VINYL CHEM,B,Q,99.75,101,98,99.65,100.8,98.3,34,1345,133943,NA,2018-07-23,bse
524136,PEE CEE COSM,X,Q,125,125.1,125,125.1,125.1,133.9,4,78,9752,NA,2018-07-23,bse
524164,IOL CHEM PH,T,Q,92,92.1,91.1,92.1,92.1,87.75,52,14787,1361074,NA,2018-07-23,bse
524174,KESAR PETRO,X,Q,16.45,16.45,15.6,15.9,15.7,15.85,276,68162,1084982,NA,2018-07-23,bse
524200,VINATI ORG.,B,Q,965,969.9,943.05,952.3,957,948.95,59,661,631417,NA,2018-07-23,bse
524202,LACTOSE(I),XT,Q,54.9,54.9,51.65,51.65,51.65,54.35,14,228,11864,NA,2018-07-23,bse
524204,TEESTA AGRO,XT,Q,21.8,21.8,21.8,21.8,21.8,22.9,1,200,4360,NA,2018-07-23,bse
524208,AARTI INDUST,B,Q,1222,1229.35,1213.55,1224.6,1215,1207.7,53,680,831512,NA,2018-07-23,bse
524212,WANBURY LTD,T,Q,24.4,24.4,23.95,23.95,23.95,23.3,3,301,7343,NA,2018-07-23,bse
524218,RESONANCE,X,Q,20,23.8,20,21.5,22,21,33,6976,140616,NA,2018-07-23,bse
524226,GUJ AMB EXP,B,Q,192.4,196.4,186.95,195.3,194,192.5,45,1276,246633,NA,2018-07-23,bse
524230,RASHTR.CHEM.,A,Q,66.1,68.25,66.1,67.5,68.2,66.15,1078,180294,12101465,NA,2018-07-23,bse
524280,KOPRAN LTD.,B,Q,50.2,50.2,47.15,47.9,48,48.85,192,20236,976936,NA,2018-07-23,bse
524288,AIMCO PESTI.,X,Q,118.8,120,111.5,112.95,111.5,117.45,79,6030,708759,NA,2018-07-23,bse
524324,SEYAIND,B,Q,390,399.95,380,390.45,393,384.05,61,1947,754989,NA,2018-07-23,bse
524330,JAYANT AGRO,B,Q,220,225.5,214.5,216.85,215,215.9,62,777,170092,NA,2018-07-23,bse
524332,BCLIL,X,Q,98.65,100.95,96.5,99.25,99.9,96.95,61,4633,457195,NA,2018-07-23,bse
524336,SH.HARI CHEM,XT,Q,58.65,58.7,55.6,55.7,55.7,55.95,13,1160,67190,NA,2018-07-23,bse
524342,INDOBORAXC,X,Q,453.5,473.9,450,465,460,474.55,45,703,326409,NA,2018-07-23,bse
524348,AARTI DRUGS,B,Q,517.8,528.1,517,521.35,521.5,524.15,218,1179,614275,NA,2018-07-23,bse
524370,BODAL CHEM,B,Q,116.3,119.5,115,116.65,116.45,116.6,1164,71223,8316592,NA,2018-07-23,bse
524372,ORCHIDPHAR,Z,Q,7.1,7.14,6.7,6.96,6.96,7.05,72,27458,188555,NA,2018-07-23,bse
524394,VIMTA LABS,B,Q,202.5,205.3,199.45,201.4,201,209.35,78,3864,778786,NA,2018-07-23,bse
524400,ISHITA DRUGS,XT,Q,16.02,16.02,16.02,16.02,16.02,15.26,2,554,8875,NA,2018-07-23,bse
524404,MARKSANS,A,Q,25.8,25.85,25.45,25.65,25.65,25.5,350,118379,3040437,NA,2018-07-23,bse
524408,UNIV.STARCH,XT,Q,69.8,69.8,68.75,68.85,68.85,66.55,6,1051,72337,NA,2018-07-23,bse
524412,AAREY DRUGS,X,Q,38.7,40,36.7,37.95,37.95,38.4,96,10025,385490,NA,2018-07-23,bse
524414,NORRIS MEDI.,XT,Q,9.64,9.64,9.64,9.64,9.64,9.8,2,25,241,NA,2018-07-23,bse
524440,CAMEX LTD,X,Q,30,32.95,30,31,32.95,31.25,25,1783,54108,NA,2018-07-23,bse
524444,KAVITIND,XT,Q,32.2,32.2,31,31,31,32.2,9,2300,73250,NA,2018-07-23,bse
524470,SYNCOM FORM.,X,Q,1.04,1.04,0.95,0.99,1,1.01,389,1095568,1074409,NA,2018-07-23,bse
524480,RIDHI SIDHI,X,Q,582.55,582.55,582.05,582.3,582.05,582.05,9,415,241610,NA,2018-07-23,bse
524494,IPCA LAB LTD,A,Q,747,776,745,763.25,763.25,740.25,579,8465,6473024,NA,2018-07-23,bse
524500,KILITCH DRUG,B,Q,87,102.6,87,96.65,96.65,85.5,558,55755,5590179,NA,2018-07-23,bse
524502,RAAJMEDISAFE,P,Q,9.04,9.04,9.04,9.04,9.04,8.62,1,200,1808,NA,2018-07-23,bse
524506,CORAL LAB.,X,Q,350.5,350.5,295.2,341.8,341.8,358.2,207,7264,2344875,NA,2018-07-23,bse
524518,KREBS BIOCHM,T,Q,113,113,113,113,113,114,2,90,10170,NA,2018-07-23,bse
524520,KMC SHIL,X,Q,17,17.5,16.5,17,17,17.1,47,8195,138362,NA,2018-07-23,bse
524542,SUKJIT STRCH,X,Q,436,442,430,431,430.05,434.65,31,750,323931,NA,2018-07-23,bse
524558,NEULAND LAB.,B,Q,570,570,555,566.55,565,567.05,71,1586,894556,NA,2018-07-23,bse
524564,GAYATRI BIO,XT,Q,4.9,4.9,4.9,4.9,4.9,4.9,1,10,49,NA,2018-07-23,bse
524570,PODDAR PIGM.,B,Q,255,255,246,250,250,248,5,182,45125,NA,2018-07-23,bse
524572,PHARMAIDS PH,XT,Q,2.36,2.36,2.36,2.36,2.36,2.36,5,1751,4132,NA,2018-07-23,bse
524576,VIVID IND,X,Q,44.1,50,44,46.45,46.45,46.5,62,9369,450028,NA,2018-07-23,bse
524580,PRIYA LTD.,X,Q,44.1,44.1,44.1,44.1,44.1,42,1,4,176,NA,2018-07-23,bse
524582,TIRUPATI STA,XT,Q,33.8,35,33.8,33.8,33.8,35.55,7,1000,34400,NA,2018-07-23,bse
524592,JD ORGOCHEM,X,Q,3.16,3.16,3.16,3.16,3.16,3.01,7,302,954,NA,2018-07-23,bse
524594,ASHOK-ALCO,X,Q,77,78.8,75,75.2,76.15,77.85,31,3717,280565,NA,2018-07-23,bse
524598,AKSHARCHEM I,B,Q,473.9,499.05,473.9,498.6,497.75,480,55,1032,510525,NA,2018-07-23,bse
524606,BERYL DRUGS,X,Q,12,12.9,12,12.9,12.9,12.35,7,1415,16980,NA,2018-07-23,bse
524610,RATHI GRAPH.,X,Q,5.46,5.46,4.73,5.26,5.26,5.3,22,343,1796,NA,2018-07-23,bse
524628,PARKER AGRO.,XT,Q,13.5,13.5,13.5,13.5,13.5,13.5,1,1,13,NA,2018-07-23,bse
524634,ALU FLUORIDE,X,Q,76.3,81.75,75.6,77.75,79.85,78.4,121,6660,519178,NA,2018-07-23,bse
524640,ARCHITORG,XT,Q,38,38,35.4,37.9,37.9,36.7,13,1276,46278,NA,2018-07-23,bse
524648,INDO AMINES,X,Q,103.5,125.2,102.65,125.15,125.15,104.35,1696,264149,31899549,NA,2018-07-23,bse
524652,IND.SWIFT LT,T,Q,7.06,7.1,7.06,7.1,7.1,7.43,5,3200,22600,NA,2018-07-23,bse
524654,NATURAL CAPS,X,Q,70.05,79,70.05,75,75,76,4,231,17253,NA,2018-07-23,bse
524663,BH.IMMUN&BIO,B,Q,16,16,14.6,14.9,14.9,14.95,54,3211,48177,NA,2018-07-23,bse
524667,SOTL,B,Q,1280,1282,1270.05,1282,1282,1295.15,5,27,34550,NA,2018-07-23,bse
524669,HESTER BISC,B,Q,1140,1214.95,1138.95,1187.7,1194,1135.6,19,60,70201,NA,2018-07-23,bse
524675,KABSONS INDU,XT,Q,6.2,6.2,6.2,6.2,6.2,6.08,9,1054,6534,NA,2018-07-23,bse
524687,BASANT AGRO,X,Q,5.66,5.99,5.66,5.78,5.8,5.66,13,15380,88466,NA,2018-07-23,bse
524689,PARENT.DRUGS,T,Q,8.29,8.29,8.24,8.24,8.24,7.9,10,2459,20384,NA,2018-07-23,bse
524699,KILBURN CHEM,X,Q,60.1,61.2,57.2,57.2,57.2,63.55,94,11924,693311,NA,2018-07-23,bse
