SC_CODE,SC_NAME,SC_GROUP,SC_TYPE,OPEN,HIGH,LOW,CLOSE,LAST,PREVCLOSE,NO_TRADES,NO_OF_SHRS,NET_TURNOV,TDCLOINDI,date,exchange
500470,TATA STEEL,A,Q,551,558.3,548,552.6,552.6,549.45,4424,326389,180502501,NA,2018-07-30,bse
500472,SKF INDIA,A,Q,1645,1680,1640.2,1669.35,1669.35,1645.65,47,465,769583,NA,2018-07-30,bse
500477,ASHOK LEYL.,A,Q,113.2,114.65,111.75,112.85,112.85,112.85,6290,1524595,172653803,NA,2018-07-30,bse
500480,CUMMINS (I),A,Q,681,684.95,674.5,679.15,682.95,679.85,772,8298,5633551,NA,2018-07-30,bse
500483,TATA COMM,A,Q,570,580.9,570,577.45,580.55,568.1,364,15131,8708827,NA,2018-07-30,bse
500488,ABBOTT (I),B,Q,7524,7740,7447.6,7679.95,7679.95,7627.75,168,472,3583001,NA,2018-07-30,bse
500490,BAJ HOLD INV,A,Q,2976.05,2990,2942,2952.95,2986.9,2991.9,79,288,852422,NA,2018-07-30,bse
500493,BHARAT FORGE,A,Q,632.95,636.25,618,626,626,630.7,1678,62396,38875014,NA,2018-07-30,bse
500495,ESCORTS LTD.,A,Q,929.7,931.65,891.45,907.2,907.2,921.1,11558,403014,368689744,NA,2018-07-30,bse
500500,HIND.MOTORS,B,Q,7.18,7.28,7,7.21,7.25,7,76,29645,212582,NA,2018-07-30,bse
500510,LARSEN & TOU,A,Q,1319,1320,1292,1295.8,1295.8,1311.4,4656,107127,139298776,NA,2018-07-30,bse
500520,MAH & MAH,A,Q,914.9,935,912.2,932.7,932.7,909.75,2755,149171,138270757,NA,2018-07-30,bse
500530,BOSCH LTD,A,Q,18526.15,18900,18526.15,18623.05,18623.05,18638.95,248,613,11413494,NA,2018-07-30,bse
500540,PREMIER LTD,B,Q,18,19.74,17.1,17.82,17.46,18.25,177,10369,191061,NA,2018-07-30,bse
500547,BHARAT PET.,A,Q,397.95,406.8,393,395.9,395.9,397.15,2747,198098,78999762,NA,2018-07-30,bse
500550,SIEMENS LTD.,A,Q,985.4,993.25,966,976.5,976.5,985.35,780,18664,18417007,NA,2018-07-30,bse
500570,TATA MOTORS,A,Q,269.35,271.7,266.25,267.3,267.3,267.7,5213,589717,158803941,NA,2018-07-30,bse
500575,VOLTAS LTD,A,Q,575,577.05,566.5,568.4,568.4,573.3,643,32150,18322881,NA,2018-07-30,bse
500620,GREAT EASTE,A,Q,302.45,304,299,300.4,299,298,306,5082,1531966,NA,2018-07-30,bse
500645,DEEPAK FERT.,A,Q,266,284.3,265.4,281,281,264.9,1613,87634,24513396,NA,2018-07-30,bse
500650,EXCEL INDUST,B,Q,1480.05,1500,1460,1493.35,1499.5,1449.6,274,4382,6499417,NA,2018-07-30,bse
500655,GARWARE POLY,X,Q,165,165,151,154.65,157.45,154.45,41,2297,357564,NA,2018-07-30,bse
500660,GLAXOSMITH,A,Q,3170.05,3202.05,3138.35,3158.05,3150,3171.5,418,2677,8477879,NA,2018-07-30,bse
500670,GUJ.NARMADA,A,Q,414.95,422.4,408.9,416.55,416.55,413,2759,176980,73728577,NA,2018-07-30,bse
500672,NOVARTIS,B,Q,647.7,655,634,636.55,636.55,647.7,281,7361,4722518,NA,2018-07-30,bse
500674,SANOFI,A,Q,5831.4,5939.75,5831.4,5876.75,5900,5822.9,338,6472,38201942,NA,2018-07-30,bse
500676,GLAXOSMITHKL,A,Q,6479.95,6559.7,6450,6513.4,6485,6430.45,279,1235,8024374,NA,2018-07-30,bse
500680,PFIZER LTD.,A,Q,2680,2713.55,2625.35,2634.05,2625.35,2694.4,485,2916,7808167,NA,2018-07-30,bse
500690,GUJ.ST.FERT,A,Q,112.4,119,111.9,118.5,118.5,111.35,4394,627476,73229285,NA,2018-07-30,bse
500696,HIND UNI LT,A,Q,1669.5,1691,1652.2,1689,1689,1657.55,2345,94185,158581913,NA,2018-07-30,bse
500710,AKZOINDIA,B,Q,1859,1860,1846.2,1858.15,1858.15,1852.45,56,527,978494,NA,2018-07-30,bse
500730,NOCIL LTD,B,Q,170.55,176.5,170.55,174.05,174.05,172.55,636,53324,9288915,NA,2018-07-30,bse
500770,TATA CHEM.,A,Q,682.9,688.95,678.55,685.2,686,679.15,832,14855,10152994,NA,2018-07-30,bse
500777,T.P.L.,B,Q,32.5,32.8,32.15,32.4,32.4,32.5,235,54582,1770699,XD,2018-07-30,bse
500780,ZUARIGLOB,B,Q,130.5,131,128.05,130.3,130.3,130.45,53,4040,525855,NA,2018-07-30,bse
500790,NESTLE (I),A,Q,10270.25,10300.65,10086,10127.35,10127.35,10295.8,524,1605,16303205,NA,2018-07-30,bse
500800,TATAGLOBAL,A,Q,242.55,246.9,240.7,242.2,242.2,242.45,971,131700,32010297,NA,2018-07-30,bse
500820,ASIAN PAINTS,A,Q,1449,1450.9,1427.75,1430.8,1430.8,1433.25,1611,42461,61131315,NA,2018-07-30,bse
500825,BRITANIA IND,A,Q,6399,6404.1,6215,6345.1,6335,6383.6,1590,10674,67138756,NA,2018-07-30,bse
500830,COLGATE PALM,A,Q,1105,1132.4,1100.8,1121.3,1121.3,1101.25,1789,25249,28309686,NA,2018-07-30,bse
500840,EIH LTD.,B,Q,161.85,168.25,157.95,165.2,164.85,160.1,367,14932,2466424,NA,2018-07-30,bse
500850,INDIAN HOTEL,A,Q,129.05,132.95,129.05,132.65,132.65,129.65,714,30577,4031336,NA,2018-07-30,bse
500870,CASTROL,A,Q,175.65,175.65,170.3,172.25,172.25,173.7,2002,95946,16532848,NA,2018-07-30,bse
500875,ITC LTD.,A,Q,302.7,303.6,300,301.1,301.1,302.2,5252,960898,289830575,NA,2018-07-30,bse
500877,APOLLO TYRES,A,Q,290.45,296.55,286.35,291.35,290,290.45,1703,185620,53827985,NA,2018-07-30,bse
500878,CEAT LIMITED,A,Q,1404.7,1404.7,1374.9,1384.9,1386.6,1390.05,1866,38816,53878099,NA,2018-07-30,bse
500940,FINOLEX IND.,A,Q,565,569.9,563.2,564.85,568,562.55,100,1741,986564,NA,2018-07-30,bse
501148,DALAL ST INV,XT,Q,138.8,143.95,138.8,143.95,143.95,141.55,7,286,39763,NA,2018-07-30,bse
501150,CENTRUM CAP,B,Q,53.2,56.55,53,56,56.4,53.5,587,102028,5620978,NA,2018-07-30,bse
501179,OSCAR INV.,XT,Q,64.7,67.9,64.7,67.9,67.9,64.7,5,500,33886,NA,2018-07-30,bse
501242,TCI FINANCE,B,Q,22,25.7,22,25.7,25.7,21.45,355,104537,2656736,NA,2018-07-30,bse
501295,INDUS.INV.TR,B,Q,81.25,87,81.25,82,87,85.5,10,752,61675,NA,2018-07-30,bse
501298,INDUS.&PRUD.,X,Q,1201,1201,1201,1201,1201,1200,1,1,1201,NA,2018-07-30,bse
501301,TATA INVEST.,B,Q,799,817,796.8,809.75,809.75,797.65,295,6536,5294226,NA,2018-07-30,bse
501343,MOTOR&GEN.FI,B,Q,44,44,44,44,44,42,1,1,44,NA,2018-07-30,bse
501370,WALCHAND PF,X,Q,107.1,114.8,107.1,111.15,111.15,108,10,1014,115721,NA,2018-07-30,bse
501391,W.H.BRADY,X,Q,146,146,146,146,146,145,1,8,1168,NA,2018-07-30,bse
501421,SOLIX TECHNO,XT,Q,49.55,49.55,49.55,49.55,49.55,48.6,4,411,20365,NA,2018-07-30,bse
501423,SHA ENG PLA,X,Q,1377,1394,1350,1350.9,1350,1359.05,122,1433,1956012,NA,2018-07-30,bse
501425,BOM.BURMAH,A,Q,1532.05,1575,1515.35,1554.05,1554.05,1525.3,964,18102,28134973,NA,2018-07-30,bse
501430,BOM.CYCLE,X,Q,1619,1620,1619,1620,1620,1600.6,4,6,9718,XD,2018-07-30,bse
501455,GREAVES COTT,A,Q,143.65,152.15,143.5,149.75,149.75,143.8,1504,132683,19755618,NA,2018-07-30,bse
501700,INDIA NIVEH,X,Q,47.3,47.4,47.25,47.3,47.25,47.35,34,4515,213663,NA,2018-07-30,bse
501833,CHOWGULE ST,XT,Q,9.26,10.13,9.26,9.99,9.4,9.74,12,6015,58720,NA,2018-07-30,bse
501848,GLOBAL OFFS,B,Q,18.3,18.3,17.8,18.05,18.05,18.7,18,1487,26834,NA,2018-07-30,bse
502015,ASIIL,X,Q,24.35,24.4,22.6,22.9,22.65,23.65,31,5546,127927,NA,2018-07-30,bse
502090,SAGAR CEM.,B,Q,804,815,786.25,806.9,812,792.15,74,800,640997,NA,2018-07-30,bse
502137,DECAN CEMENT,B,Q,458,458,447,447.5,447.5,459.5,6,87,39007,NA,2018-07-30,bse
502157,MANGALAM CEM,B,Q,247.3,253,244,252,253,241.5,174,7781,1940477,NA,2018-07-30,bse
502165,OCL INDIA L,B,Q,1187.95,1209.85,1187.95,1206.8,1204,1226.3,5,9,10842,NA,2018-07-30,bse
502168,N C L IND.,B,Q,172,175,167.2,168.8,168.8,169.8,157,7074,1206466,NA,2018-07-30,bse
502175,SAURAS.CEM.,X,Q,62,63.45,61.55,62.95,63.1,61.9,269,119285,7458665,XD,2018-07-30,bse
502180,SRI DIGV CEM,X,Q,27,27,25.4,25.55,25.55,26.5,240,83035,2145083,NA,2018-07-30,bse
502219,BOROSIL GLAS,B,Q,1142.8,1195.7,1135.1,1179.35,1179.35,1141.7,1628,24795,28841682,NA,2018-07-30,bse
502281,TRIVENI GLAS,XT,Q,12.78,12.85,12.4,12.84,12.85,12.24,24,6772,85544,NA,2018-07-30,bse
502330,IPAPPM,B,Q,341.55,352.35,340,350.9,350.9,337.9,482,18788,6542854,NA,2018-07-30,bse
502355,BALKRISH IND,A,Q,1194.25,1210.65,1171.25,1198.95,1198.95,1188.75,928,15863,18885696,NA,2018-07-30,bse
502407,NATH PULP,X,Q,49,49,38.95,45,45,46,17,1216,55272,NA,2018-07-30,bse
502420,ORIENT PAPER,B,Q,30.1,32.6,29.4,31.15,31.15,29.05,844,174348,5324979,NA,2018-07-30,bse
502445,CITADEL,X,Q,37.95,37.95,31,34.85,34.9,32.45,23,1637,54655,NA,2018-07-30,bse
502448,ROLLATAINER,B,Q,3.35,3.6,3.3,3.52,3.6,3.44,39,7056,24281,NA,2018-07-30,bse
502450,SESHA.PAPER,B,Q,860,877.95,843.1,845.55,843.1,872.3,28,469,398572,NA,2018-07-30,bse
502587,RAMA PULP,X,Q,51.3,51.3,47.05,48.1,48,48.95,46,2356,112175,NA,2018-07-30,bse
502742,SINTEX IND.,A,Q,14.01,14.12,13.72,13.88,13.88,13.91,1147,861190,12025323,NA,2018-07-30,bse
502761,BLUE BLEND,B,Q,7.82,8.63,7.81,8.11,8.11,8.22,121,67314,548295,NA,2018-07-30,bse
502820,DCM LTD.,B,Q,92.55,92.55,89.15,90,89.15,91.2,39,3300,298649,NA,2018-07-30,bse
502865,FORBES & CO,B,Q,2644.95,2714.95,2595,2689.95,2689.95,2602.3,249,1946,5183304,NA,2018-07-30,bse
502873,H.P.COTTON,X,Q,36.7,37,36.7,37,37,37.85,3,251,9286,NA,2018-07-30,bse
502933,KATARE SPG.,XT,Q,12.15,12.15,12.15,12.15,12.15,11.58,3,1024,12441,NA,2018-07-30,bse
502937,KESORAM IND,B,Q,80.15,81.55,79.5,80.45,80.55,79.15,259,17642,1415698,NA,2018-07-30,bse
502958,LAKSHMI MILL,X,Q,3200,3340,3200,3260,3260,3195.55,22,80,259357,NA,2018-07-30,bse
502986,VARDH TEXT,B,Q,1217.95,1241.95,1205.7,1213.7,1205.7,1214.3,108,452,551085,NA,2018-07-30,bse
503015,MODERN INDIA,X,Q,31.35,31.35,31.35,31.35,31.35,31.3,1,1,31,NA,2018-07-30,bse
503031,PENLAND LTD,B,Q,15.75,16,15.6,15.85,15.85,15.55,46,9510,149814,NA,2018-07-30,bse
503100,PHOENIX MILL,B,Q,626,630,611,616.55,611,627.95,72,264,164250,NA,2018-07-30,bse
503101,MARATHON NEX,B,Q,163.45,170,163.45,169.4,170,166.55,16,346,58441,NA,2018-07-30,bse
503127,RAJA BAHADUR,XT,Q,1569,1569,1569,1569,1569,1495,1,1,1569,NA,2018-07-30,bse
503162,REL.CHEMOTX,X,Q,73.95,73.95,68.75,72.85,72.85,68.7,13,692,49566,NA,2018-07-30,bse
503169,RUBY MILLS,B,Q,340.5,340.5,334.5,334.6,334.6,340.5,17,256,86247,NA,2018-07-30,bse
503310,SWAN ENG,A,Q,159.2,161.3,156.1,159.9,159.35,160.95,509,66998,10758999,NA,2018-07-30,bse
503349,VICTORIA MIL,X,Q,3099.95,3099.95,2901,2901,2901,3e3,4,10,30007,NA,2018-07-30,bse
503657,VEER ENERGY,X,Q,12.51,13,12.04,12.99,13,12.4,56,7066,89037,NA,2018-07-30,bse
503691,SAHARA ONE,X,Q,29.05,29.05,29.05,29.05,29.05,29.05,1,10,290,NA,2018-07-30,bse
503722,BANSW.SYNTEX,B,Q,86.2,87.95,82.4,85.5,85.5,85.9,63,1775,151655,NA,2018-07-30,bse
503776,MODIPON,XT,Q,14.59,14.59,14.59,14.59,14.59,13.9,1,50,729,NA,2018-07-30,bse
503804,SHRI DINESH,X,Q,138,138,134.2,134.2,134.2,138,9,566,76744,NA,2018-07-30,bse
503806,SRF LIMITED,A,Q,1696,1740.95,1696,1720.65,1723,1683.1,1450,32514,56015625,NA,2018-07-30,bse
503811,SIYARAM SILK,B,Q,527.35,549,527.35,535,530.5,533.3,67,469,252278,NA,2018-07-30,bse
503816,SWAD.POLYTEX,XT,Q,11.72,11.72,11.72,11.72,11.72,12.32,1,550,6446,NA,2018-07-30,bse
503831,FOMENTO HOTE,X,Q,121.4,121.4,121.4,121.4,121.4,111.25,1,50,6070,NA,2018-07-30,bse
503837,SHREE RAJSYN,X,Q,9.03,9.03,9.03,9.03,9.03,8.6,4,10080,91022,NA,2018-07-30,bse
503960,BHARAT BIJLE,B,Q,1199,1233.35,1190.25,1196.75,1191,1199.95,74,832,1000544,NA,2018-07-30,bse
504000,ELPRO INTER,X,Q,55.5,55.5,55.5,55.5,55.5,52.9,29,7638,423909,NA,2018-07-30,bse
504008,EMCO LTD.,B,Q,7.74,7.74,7.74,7.74,7.74,7.38,29,17968,139072,NA,2018-07-30,bse
504028,GEE LTD,X,Q,29,31,29,29.2,29.2,29.65,12,1210,35360,NA,2018-07-30,bse
504036,HIND.RECT,B,Q,112.4,119,112.05,115.85,115.85,109.65,34,2083,240104,NA,2018-07-30,bse
504058,NIPPOBATRY,B,Q,820,820,807,818,818,818,13,136,111050,NA,2018-07-30,bse
504067,ZENSAR TECH.,B,Q,1228,1237.55,1220,1230.5,1225.1,1231.85,116,901,1106978,XD,2018-07-30,bse
504076,JYOTI LTD.,X,Q,34,34.75,33.5,34.75,34.75,35,4,403,13738,NA,2018-07-30,bse
504084,KAYCEE IND,X,Q,4660,4660,4355,4482.75,4499,4506.8,21,80,361616,NA,2018-07-30,bse
504092,INDOKEM LTD.,X,Q,14.49,14.94,13.86,14.94,14.94,14.64,14,1260,17813,NA,2018-07-30,bse
504093,PANA ENERG,X,Q,292.95,296,288.05,291.95,291,288.15,41,1441,421380,NA,2018-07-30,bse
504112,NELCO LTD.,B,Q,264.45,270.7,263.45,270.7,270.7,257.85,450,34052,9144679,NA,2018-07-30,bse
504132,PERM MAGNETS,X,Q,101.6,108.95,101,105.3,106.1,105.9,34,8794,935419,NA,2018-07-30,bse
504176,HIGH ENERGY,X,Q,300,376.25,300,376.2,376.25,355.1,89,9580,3366511,NA,2018-07-30,bse
504212,UNIV.CABLE,B,Q,144.2,148,144.2,146,146,143.3,29,1541,225408,NA,2018-07-30,bse
504258,LAKSHMI ELEC,X,Q,654,660,649,656.4,660,637.95,133,5038,3296791,NA,2018-07-30,bse
504340,CONFINT,XT,Q,1.94,1.94,1.91,1.91,1.91,1.94,4,3467,6665,NA,2018-07-30,bse
504341,RELTD,X,Q,20.25,20.25,20,20,20,20.45,2,71,1432,NA,2018-07-30,bse
504356,MULTI-PURPOS,XT,Q,10,10,10,10,10,10,1,50,500,NA,2018-07-30,bse
504392,KRISHNA VEN,XT,Q,15.6,15.6,15.6,15.6,15.6,15.9,2,505,7878,NA,2018-07-30,bse
504605,UNI ABEX,X,Q,450.5,497.3,450.5,497.3,497.3,473.65,11,77,37012,NA,2018-07-30,bse
504614,SARDA ENMIN,B,Q,408.65,410.65,397.05,403.45,401.7,405.1,265,21374,8578855,NA,2018-07-30,bse
504646,BHAGWATI AUT,X,Q,122,128.8,121,121,121,121,10,1037,125740,NA,2018-07-30,bse
504673,UNIV.PRIME,XT,Q,2.23,2.23,2.23,2.23,2.23,2.27,2,100,223,NA,2018-07-30,bse
504741,IND.HUME PIP,B,Q,282.5,294,281.5,292.15,292.5,278.8,93,2341,679034,NA,2018-07-30,bse
504746,IND.LINKCHAI,P,Q,628,628,628,628,628,598.5,1,10,6280,NA,2018-07-30,bse
504786,INVEST &PREC,X,Q,380,380,365,365.25,365,369.95,23,483,177194,NA,2018-07-30,bse
504840,KAIRA CAN CO,X,Q,1190.15,1280,1190.15,1260,1280,1239.75,4,4,4900,NA,2018-07-30,bse
504879,ORIENT ABRAS,B,Q,30.8,32.55,30.7,32.35,32,31.05,141,31115,982539,NA,2018-07-30,bse
504903,RATHI ST,Z,Q,2,2,2,2,2,2,1,5,10,NA,2018-07-30,bse
504908,DUNCANENG,X,Q,69.55,69.55,69.55,69.55,69.55,72.25,1,1,69,NA,2018-07-30,bse
504918,SANDUR MANG.,B,Q,987.9,987.9,921,934.15,934.15,976.25,235,3414,3218959,NA,2018-07-30,bse
504959,STOVAC IND.,X,Q,2280,2300,2241,2296.45,2300,2279.9,70,630,1443344,NA,2018-07-30,bse
504961,TATA YODOGAW,X,Q,44.95,45.4,41.5,45,45.25,41.85,72,4889,216125,NA,2018-07-30,bse
504966,TINPLATE,B,Q,152.1,158,151.1,156.1,156.1,152.1,1082,80946,12557291,NA,2018-07-30,bse
504973,TIFHL,A,Q,626.6,644.95,619.4,639.5,637.5,628.4,133,10962,6849217,NA,2018-07-30,bse
504988,WELCAST,X,Q,670.55,675,670.55,673,673,710.1,7,99,66544,NA,2018-07-30,bse
505010,AUTO AXLES,B,Q,1250,1250,1215,1227.7,1222.2,1212.9,77,322,395611,NA,2018-07-30,bse
505029,ATLAS CYCLES,T,Q,138.5,138.85,135,137.85,138,134,16,499,68780,NA,2018-07-30,bse
505036,AUTO COR.GOA,X,Q,888,917.8,888,897.2,904,871.8,92,1404,1268417,NA,2018-07-30,bse
505075,SETCO AUTO,B,Q,49,53.5,48,52.55,52.55,47.95,2251,327774,16893407,NA,2018-07-30,bse
505141,SCOOTERS IND,T,Q,35.9,39.05,35.9,39,39.05,37.4,11,1650,64248,NA,2018-07-30,bse
505160,TALBROS AUTO,B,Q,284.25,287.45,283,284.75,283,283.55,66,4501,1279846,NA,2018-07-30,bse
505163,ZF STEERING,B,Q,932.2,935.55,920.1,927,927,919.7,73,1945,1807831,NA,2018-07-30,bse
505192,SMLISUZU,B,Q,777.7,789.95,770,786.05,789.95,782,33,415,325348,NA,2018-07-30,bse
505196,TIL LTD.,B,Q,316.45,359,316.45,339.45,339.45,309.3,440,7352,2538174,NA,2018-07-30,bse
505200,EICHER MOTOR,A,Q,29067.9,29067.9,28475,28570.35,28782.1,28963.8,311,910,26021999,NA,2018-07-30,bse
505216,ALFRED HERB,X,Q,825.1,860,825.05,860,860,850,5,27,22361,NA,2018-07-30,bse
505230,CIMMCO,B,Q,65.5,69.9,63.5,68.25,67.25,63.95,131,7431,498527,NA,2018-07-30,bse
505232,VELJAN,X,Q,1150,1150,1100,1100,1100,1132.2,17,111,122656,NA,2018-07-30,bse
505242,DYNAMAT.TECH,B,Q,1635.5,1650,1635.5,1650,1650,1637.6,3,20,32855,NA,2018-07-30,bse
505250,G.G.DANDEKAR,X,Q,71.55,78,71.55,75,75,73.1,17,3156,234322,NA,2018-07-30,bse
505255,GMM PFAUDLER,B,Q,900,924.5,900,910.3,924.5,915.25,30,950,863405,NA,2018-07-30,bse
505283,KIRLOSAR PN,B,Q,862,865,834,852.05,852.05,862.5,85,1479,1259396,NA,2018-07-30,bse
505299,KULK-POWER,X,Q,59.05,59.05,59.05,59.05,59.05,59.05,2,146,8621,NA,2018-07-30,bse
505302,LAXMI AUTOLM,XT,Q,50,50,50,50,50,50,4,218,10900,NA,2018-07-30,bse
505324,MANUGRAPH IN,B,Q,33.85,34.3,33.5,33.75,33.5,34.25,13,935,31555,NA,2018-07-30,bse
505343,MONOTYPE IND,XT,Q,0.45,0.45,0.45,0.45,0.45,0.43,31,72977,32839,NA,2018-07-30,bse
505355,NESCO LTD,B,Q,513,528,501,523.55,523.55,500,201,6220,3200550,NA,2018-07-30,bse
505358,INTEGRA ENG,X,Q,58,59.8,57.2,58.95,58.95,58.35,84,12347,727470,NA,2018-07-30,bse
505368,REVATHI EQU.,B,Q,501,501,485.65,499.85,500,495,10,113,56484,NA,2018-07-30,bse
505400,TEXINFRA,B,Q,57,61.5,57,60.3,59.75,58.15,130,10911,653412,NA,2018-07-30,bse
505509,RESPON IND,B,Q,94.8,94.8,91.25,91.25,91.25,91.25,8,531,48671,NA,2018-07-30,bse
505526,DOLAT INV.,X,Q,25.1,26.8,25.1,26.8,26.8,25.55,146,70482,1865177,NA,2018-07-30,bse
505533,WESTLIFE DEV,B,Q,393,404,387.35,392.35,388.2,387.3,8408,262755,104034564,NA,2018-07-30,bse
505537,ZEE ENTER,A,Q,519,526,517.9,524.55,523.75,518.5,667,31982,16754161,NA,2018-07-30,bse
505590,SVPGLOB,X,Q,265,265,249,254.65,254.65,257.25,104,5539,1413124,NA,2018-07-30,bse
505665,ANTIF BEARNG,X,Q,410,415,405.15,415,415,405.4,23,859,353841,NA,2018-07-30,bse
505681,BIMETAL BEAR,X,Q,531,553,531,550,550,549.45,29,1352,741919,NA,2018-07-30,bse
505688,BHARAT GEARS,B,Q,163.95,167,163.95,165.8,166,162.05,54,2136,352906,NA,2018-07-30,bse
505700,ELECON ENG,B,Q,62.45,62.75,61.8,62.3,62.35,61.65,210,24117,1503473,NA,2018-07-30,bse
505703,DECCAN BEAR.,XT,Q,31,31,29.45,29.45,29.45,31,2,8,237,NA,2018-07-30,bse
505710,GRAUER& WEIL,B,Q,47,50.45,46.5,49.8,49.8,47.3,502,102113,5031159,NA,2018-07-30,bse
505712,HIMTEK,X,Q,186.5,194.3,186.5,192.45,192.45,185.2,11,180,34464,NA,2018-07-30,bse
505714,GABRIEL(I),B,Q,145,149.2,144.25,147.4,147.95,144.05,217,10813,1593739,NA,2018-07-30,bse
505720,HERC.HOISTS,B,Q,122.5,128,120.35,124.85,124.85,119.95,133,5771,716469,NA,2018-07-30,bse
505726,IFB IND.LTD.,B,Q,1103.25,1113.45,1060.1,1095.25,1105,1120.65,251,1053,1145572,NA,2018-07-30,bse
505729,SINGER INDIA,X,Q,45.8,45.8,44.05,44.75,44.85,45,225,64355,2885496,NA,2018-07-30,bse
505737,INTER.COMBUS,X,Q,383.9,388,355.05,360.6,355.45,365.2,31,699,258380,NA,2018-07-30,bse
505744,FED MOG GOE,B,Q,438,453.95,438,451.85,452,437.55,77,514,229438,NA,2018-07-30,bse
505750,JOSTS ENG.,X,Q,936.05,1003,913.05,992.5,993,950.7,49,451,439718,NA,2018-07-30,bse
505790,SCHAEFFLER,B,Q,5322,5343.9,5272,5274.7,5280,5300,25,137,725960,NA,2018-07-30,bse
505800,RANE HOLDIN,B,Q,1918.7,1997,1906.25,1967.45,1997,1961.6,20,88,171187,NA,2018-07-30,bse
505827,SNL BEARINGS,X,Q,386,390,385.05,386.05,386.05,399.7,15,227,87570,NA,2018-07-30,bse
505840,JAIPAN INDUS,XT,Q,29,29.85,27.5,29,28.5,28.5,16,7077,202465,NA,2018-07-30,bse
505850,MANCREDIT,X,Q,5.15,5.29,5,5.17,5.18,5.15,129,328122,1694658,NA,2018-07-30,bse
505854,TRF LTD.,B,Q,208,208,202,204.35,204.35,206,126,4326,886989,NA,2018-07-30,bse
505872,WPIL LTD.,X,Q,667.7,695,655,689.6,688,651.25,511,29819,20239219,NA,2018-07-30,bse
505890,KENNAMETAL,B,Q,742.65,784.9,742.65,763.9,760.1,742.65,70,1264,967643,NA,2018-07-30,bse
505893,HIND.HARDY,X,Q,123.05,144,122,122.85,144,128.05,11,117,14391,NA,2018-07-30,bse
505978,TRITON VALVE,X,Q,1421,1495,1415.2,1425.6,1432,1435.7,68,741,1062612,NA,2018-07-30,bse
506022,PRAKASH IND.,B,Q,136.25,136.25,130.85,133.3,133.3,136.25,1271,120573,15979795,NA,2018-07-30,bse
506027,BHORUKA ALU.,X,Q,0.55,0.55,0.55,0.55,0.55,0.55,1,1,0,NA,2018-07-30,bse
506074,ARSHIYA,B,Q,59,60.15,58.5,59.2,59.2,58.05,59,2723,161331,NA,2018-07-30,bse
506076,GRIND NORTON,B,Q,504.5,514.5,500,513.6,514.5,506.95,70,604,304399,NA,2018-07-30,bse
506079,LAKSHMI PREC,B,Q,15.25,15.9,15.05,15.65,15.6,15.8,22,14345,220672,NA,2018-07-30,bse
506105,STANROSE MAF,X,Q,151.95,154.8,148.05,154.2,154.8,149,10,400,60971,NA,2018-07-30,bse
506109,GENESYS INT.,B,Q,218,223,216.45,219.85,219.85,219.1,438,21637,4755984,NA,2018-07-30,bse
506128,PARNAXLAB,X,Q,42.15,46.2,41.6,44.5,44.5,45,14,1164,50876,NA,2018-07-30,bse
506134,INTELL CAP,XT,Q,8.56,8.56,8.56,8.56,8.56,9.01,2,20,171,NA,2018-07-30,bse
506146,VISAGAR POL,B,Q,0.88,0.9,0.85,0.89,0.9,0.87,28,29606,26267,NA,2018-07-30,bse
506184,KANANI IND,B,Q,6.5,6.61,6.5,6.6,6.6,6.86,7,405,2660,NA,2018-07-30,bse
506186,GALAXY ENTER,XT,Q,22.5,22.5,22.5,22.5,22.5,22.5,1,500,11250,NA,2018-07-30,bse
506194,ARIH SUPER,B,Q,68.3,68.3,65.25,66.25,66.05,65.75,139,25890,1724006,NA,2018-07-30,bse
506197,BLISSGVS PH,B,Q,182,182,174,174.85,174,174.2,119,29216,5133036,NA,2018-07-30,bse
506222,INEOSSTYRO,B,Q,735,743.65,734.7,738.8,742,722.7,19,326,239871,NA,2018-07-30,bse
506235,ALEMBIC LTD.,B,Q,40.4,41.75,39.85,40.85,40.85,39.65,359,69661,2843595,NA,2018-07-30,bse
506248,AMINES&PLAST,X,Q,47,47.3,45.05,45.9,45.3,47,62,7366,337432,NA,2018-07-30,bse
506260,ANUH PHARMA,X,Q,144,152,140.5,150.65,149.6,141.8,148,8813,1305348,NA,2018-07-30,bse
506261,MODISON MET.,X,Q,57.65,57.65,56.4,56.7,56.7,56.3,57,8954,509026,NA,2018-07-30,bse
506285,BAYER CROP,A,Q,4494.8,4519.45,4463.6,4473.1,4473.1,4480.5,81,262,1174670,NA,2018-07-30,bse
506390,CLARI CHEM,B,Q,410,414.35,403.55,407.65,410.95,405.1,62,1336,547994,NA,2018-07-30,bse
506395,COROM INTER,A,Q,412,440,412,430.7,426.15,400.7,876,20139,8541364,NA,2018-07-30,bse
506401,DEEPAK NITR.,B,Q,236.8,243.5,233.1,241.6,241.6,236.8,260,11383,2715439,NA,2018-07-30,bse
506405,DHARAMSI CHM,X,Q,112.05,115,111.25,112.15,112.1,115,31,5557,627865,NA,2018-07-30,bse
506414,DIL LTD,X,Q,3888,3888,3769.95,3803.55,3804,3768.9,58,317,1207162,NA,2018-07-30,bse
506480,GOCLCORP,B,Q,384,384,369.85,379.75,380,374.3,14,68,25824,NA,2018-07-30,bse
506520,JAYSHRI CHEM,X,Q,13.38,13.38,12.1,12.3,12.65,12.56,36,8201,102653,NA,2018-07-30,bse
